# LF noise: mean = 0.002058237853827891 +- 0.00025716106577061736
,Mode,Design,Radius[cm],Thickness[cm],NPanels,Angle[deg],Theta_deg,Length[cm],Height[cm],ZPosition[cm],Volume[cm3],Ge-77[nevents],Ge-77_err[nevents],Ge77-Eff,Ge77-Eff_err,Ge77-Rate[nucleus/(kg yr)],Ge77-Rate_err[nucleus/(kg yr)],Ge77-Rate_err_stat[nucleus/(kg yr)],nprimaries,total_neutrons
106,LF,4.0,166.0,17.0,194,1.8556701030927836,27.0,102.0,300.0,42.0,104495899.08,34,5.830951894845301,0.0003180959152742174,5.456167526239514e-05,0.011498630459954404,0.001985909295834057,0.0019326355339062311,50000,113788
107,LF,4.0,214.0,10.0,277,1.2996389891696751,23.0,78.0,300.0,42.0,67970651.06,42,6.48074069840786,0.00038622820569410727,5.960781376456295e-05,0.013985293948826662,0.0021767602087921795,0.002154182864329567,50000,115569
108,LF,4.0,130.0,14.0,213,1.6901408450704225,44.0,95.0,300.0,42.0,86811033.83,39,6.244997998398398,0.0003592119442576747,5.753027545685685e-05,0.012979044517823066,0.0020951124404160262,0.0020481147132840123,50000,115634
109,LF,4.0,147.0,16.0,104,3.4615384615384617,23.0,72.0,300.0,42.0,38613407.21,34,5.830951894845301,0.0003047195683736937,5.226693640098855e-05,0.011016116279740105,0.0019025633149673301,0.0018928777909989467,50000,118772
110,LF,4.0,125.0,20.0,258,1.3953488372093024,8.0,49.0,300.0,42.0,78494079.42,30,5.477225575051661,0.0002627660506262591,4.7980600352559174e-05,0.009509765533323694,0.0017470344128561052,0.0017117977878383132,50000,121399
111,LF,4.0,184.0,17.0,170,2.1176470588235294,0.0,75.0,300.0,42.0,69340398.48,25,5.0,0.0002245132552625907,4.4907691389807245e-05,0.008130135760804702,0.001634461956706482,0.0016389476457871074,50000,118333
112,LF,4.0,111.0,17.0,18,20.0,31.0,20.0,300.0,42.0,3586043.04,52,7.211102550927978,0.0004410068525680168,6.11701306777778e-05,0.015982395239567352,0.0022401806426598824,0.002216277639748576,50000,125206
113,LF,4.0,206.0,16.0,220,1.6363636363636365,28.0,150.0,300.0,42.0,163354568.07,38,6.164414002968976,0.00037668143654404697,6.11173055760536e-05,0.013689851988640785,0.002238312416281019,0.002250658150045261,50000,106819
114,LF,4.0,184.0,19.0,109,3.302752293577982,42.0,131.0,300.0,42.0,86309851.88,30,5.477225575051661,0.00030227918505531707,5.5196716624791875e-05,0.010930674941581581,0.0020081056062724537,0.001986851391550455,50000,105618
115,LF,4.0,232.0,20.0,172,2.0930232558139537,2.0,83.0,300.0,42.0,93636147.99,37,6.082762530298219,0.0003395429934844453,5.583000020512439e-05,0.01235716003797169,0.0020470903143183744,0.0019938825017967086,50000,115225
116,LF,4.0,167.0,12.0,73,4.931506849315069,22.0,143.0,300.0,42.0,39996234.49,30,5.477225575051661,0.00028054425585636136,5.122732335774152e-05,0.010152274314783877,0.001865084767206127,0.0018472738233407365,50000,113716
117,LF,4.0,250.0,5.0,205,1.7560975609756098,23.0,115.0,300.0,42.0,37405320.62,51,7.14142842854285,0.00046271513985791924,6.480806812788081e-05,0.01694226779953503,0.002397441098907386,0.002371780977274139,50000,115841
118,LF,4.0,149.0,2.0,32,11.25,22.0,76.0,300.0,42.0,1745725.82,61,7.810249675906654,0.0005164283476832686,6.613894574766928e-05,0.01872315743171946,0.002427450960568578,0.0023871494619933675,50000,125376
119,LF,4.0,104.0,19.0,178,2.0224719101123596,37.0,104.0,300.0,42.0,107324507.9,13,3.605551275463989,0.00011793415645326632,3.271097856338062e-05,0.0042626121059560285,0.0011854293820146703,0.001171555453805282,50000,117363
120,LF,4.0,248.0,14.0,62,5.806451612903226,19.0,14.0,300.0,42.0,9683841.61,46,6.782329983125268,0.0004078845863961623,6.015156500028481e-05,0.014848026548756317,0.0022100694460087346,0.0022105461682137254,50000,119221
121,LF,4.0,103.0,17.0,58,6.206896551724138,7.0,96.0,300.0,42.0,29934923.76,39,6.244997998398398,0.0003385828138836317,5.4225818531952935e-05,0.012263996484391975,0.0019796693558693863,0.0019576623576652422,50000,122376
122,LF,4.0,238.0,19.0,336,1.0714285714285714,23.0,119.0,300.0,42.0,235793764.02,41,6.4031242374328485,0.0003900304414003044,6.092439899528649e-05,0.014264000634397552,0.002246609517945694,0.0022097643481204933,50000,110613
123,LF,4.0,218.0,4.0,268,1.3432835820895523,27.0,58.0,300.0,42.0,19891442.02,53,7.280109889280518,0.00047510622658084874,6.527636029801621e-05,0.01723952997738616,0.002393998617693268,0.002342888999145654,50000,118308
124,LF,4.0,212.0,17.0,175,2.057142857142857,6.0,6.0,300.0,42.0,10956440.85,45,6.708203932499369,0.0004034101605572439,6.01489648036126e-05,0.01464426850260414,0.0022033806472826585,0.0021950633561814512,50000,118252
125,LF,4.0,246.0,18.0,223,1.6143497757847534,17.0,132.0,300.0,42.0,166836831.9,40,6.324555320336759,0.0003717644871973605,5.8792051987788425e-05,0.013595546479657347,0.002167474981489348,0.0021245463405247704,50000,113221
126,LF,4.0,227.0,1.0,159,2.2641509433962264,20.0,150.0,300.0,42.0,7481625.11,59,7.681145747868608,0.0005189367952574454,6.757734360610653e-05,0.01887873145993543,0.0024877757865552313,0.0024091530300756857,50000,120266
127,LF,4.0,137.0,3.0,119,3.0252100840336134,23.0,16.0,300.0,42.0,2083051.3,42,6.48074069840786,0.0003548526094340101,5.476466048456595e-05,0.012867338877254587,0.002002725970972464,0.001966675737493956,50000,125610
128,LF,4.0,124.0,10.0,5,72.0,3.0,39.0,300.0,42.0,1713208.75,72,8.48528137423857,0.0006048793601720546,7.130727259952646e-05,0.021921298012990323,0.002621810686888915,0.0026055987529179704,50000,126395
129,LF,4.0,239.0,15.0,16,22.5,11.0,147.0,300.0,42.0,16664489.75,50,7.0710678118654755,0.0004526771325619715,6.403270217588035e-05,0.01650704085280709,0.002358612632361567,0.002346744878520774,50000,116564
130,LF,4.0,133.0,17.0,41,8.78048780487805,6.0,145.0,300.0,42.0,32722818.38,26,5.0990195135927845,0.00023210969861448366,4.5525739583625376e-05,0.008399972204399477,0.0016562553270974966,0.0016901321038600876,50000,119113
131,LF,4.0,231.0,17.0,119,3.0252100840336134,31.0,46.0,300.0,42.0,34486897.5,41,6.4031242374328485,0.00038047159918708993,5.9430983612351845e-05,0.013840695306612659,0.0021799262675537114,0.00214910827886838,50000,113996
132,LF,4.0,160.0,7.0,297,1.2121212121212122,34.0,116.0,300.0,42.0,73575822.29,32,5.656854249492381,0.00029876107516641924,5.282188434506495e-05,0.010798420666426639,0.0019215844692986256,0.0019194884831176195,50000,114039
133,LF,4.0,235.0,14.0,151,2.384105960264901,11.0,131.0,300.0,42.0,88534092.81,46,6.782329983125268,0.0004260640022229426,6.283309111829342e-05,0.015552323568108775,0.0023149220297478466,0.002284652961750922,50000,113822
134,LF,4.0,175.0,2.0,331,1.0876132930513596,24.0,95.0,300.0,42.0,19260691.82,50,7.0710678118654755,0.000448913629017777,6.35002225097722e-05,0.01625628757512213,0.002322776274592797,0.0022760160563653955,50000,118362
135,LF,4.0,157.0,12.0,111,3.2432432432432434,12.0,4.0,300.0,42.0,3751848.67,49,7.0,0.0004189000880545083,5.9855402501412444e-05,0.015185254604490992,0.0021913028281172423,0.002152909089849765,50000,124176
136,LF,4.0,102.0,15.0,241,1.4937759336099585,26.0,122.0,300.0,42.0,133599157.86,22,4.69041575982343,0.00019692968715033792,4.198968426927636e-05,0.007115255176115731,0.0015239037045361495,0.0015294317529467006,50000,118986
137,LF,4.0,144.0,18.0,140,2.5714285714285716,38.0,4.0,300.0,42.0,5992126.47,37,6.082762530298219,0.0003203990266797135,5.268171307707918e-05,0.01161599456158405,0.0019242904007460398,0.0018858290237114212,50000,122577
138,LF,4.0,194.0,6.0,169,2.1301775147928996,27.0,80.0,300.0,42.0,25843964.47,38,6.164414002968976,0.0003475524987195434,5.6390256993607114e-05,0.012586707805705066,0.002057917563748725,0.002030617783912514,50000,116181
139,LF,4.0,229.0,19.0,100,3.6,23.0,126.0,300.0,42.0,79162379.55,37,6.082762530298219,0.00035497054703839437,5.836715500969015e-05,0.012980825473614383,0.002150424051843793,0.002175748288114823,50000,109689
140,LF,4.0,195.0,6.0,222,1.6216216216216217,0.0,36.0,300.0,42.0,15908681.82,56,7.483314773547883,0.0004819443010086406,6.44180335535227e-05,0.017487802606204642,0.0023639520347294783,0.002337777149712525,50000,123230
141,LF,4.0,177.0,3.0,92,3.9130434782608696,18.0,36.0,300.0,42.0,3591525.61,52,7.211102550927978,0.000444592641991775,6.166761035186339e-05,0.016153338916906304,0.002264145973445658,0.002227130269776011,50000,123881
142,LF,4.0,234.0,13.0,207,1.7391304347826086,4.0,86.0,300.0,42.0,74411101.08,49,7.0,0.00043879680126086916,6.269900885981393e-05,0.015995624343786517,0.00230826676687706,0.002276642793947531,50000,117885
143,LF,4.0,126.0,12.0,15,24.0,15.0,9.0,300.0,42.0,1921883.77,46,6.782329983125268,0.0003868309296556364,5.7046139375134944e-05,0.014016917991680077,0.0020863401501901146,0.0020498124730865494,50000,126290
144,LF,4.0,96.0,18.0,54,6.666666666666667,25.0,104.0,300.0,42.0,31796212.97,17,4.123105625617661,0.00015034801142644886,3.6467490022501676e-05,0.005435973322049123,0.00132307005451245,0.0013104313950331402,50000,120347
145,LF,4.0,106.0,13.0,44,8.181818181818182,30.0,79.0,300.0,42.0,14713090.43,29,5.385164807134504,0.000254707700955593,4.730405586831355e-05,0.00922110531440047,0.0017226109835592708,0.001708756181235633,50000,121026
146,LF,4.0,190.0,6.0,90,4.0,32.0,57.0,300.0,42.0,10682249.08,47,6.855654600401044,0.00041917502787068003,6.115577533523099e-05,0.015171191492632064,0.0022344749169331177,0.002219167025327769,50000,119218
147,LF,4.0,118.0,10.0,127,2.8346456692913384,23.0,145.0,300.0,42.0,56274437.08,27,5.196152422706632,0.00024386278653877418,4.693713721517364e-05,0.008820874281631749,0.001707087411908083,0.001727984278583816,50000,117792
148,LF,4.0,191.0,2.0,122,2.9508196721311477,10.0,97.0,300.0,42.0,7568484.74,55,7.416198487095663,0.0004768221106747466,6.431000702303538e-05,0.017281540416441577,0.002356735718985347,0.0023541965517441667,50000,122474
149,LF,4.0,243.0,4.0,156,2.3076923076923075,29.0,12.0,300.0,42.0,3779723.41,52,7.211102550927978,0.00044822949350067237,6.217217601879985e-05,0.016300845376061177,0.002284825623342184,0.0022760833350388004,50000,122760
150,LF,4.0,99.0,5.0,79,4.556962025316456,19.0,46.0,300.0,42.0,5790794.66,42,6.48074069840786,0.00035737381300840677,5.51538291623139e-05,0.01292682222448612,0.002011985734063483,0.001956995296522466,50000,125032
151,LF,4.0,231.0,10.0,135,2.6666666666666665,19.0,67.0,300.0,42.0,30784336.86,39,6.244997998398398,0.0003538377789874796,5.666941352559715e-05,0.012870412775696357,0.0020775739255004017,0.002041175800121636,50000,116610
152,LF,4.0,243.0,4.0,23,15.652173913043478,40.0,114.0,300.0,42.0,4679723.41,56,7.483314773547883,0.000483016784833273,6.456141936797628e-05,0.01758225568796585,0.002376722787409262,0.0023231397509675504,50000,122568
153,LF,4.0,186.0,13.0,305,1.180327868852459,15.0,52.0,300.0,42.0,65088665.48,34,5.830951894845301,0.00030722243808112477,5.2696306334112026e-05,0.011117016693946095,0.0019199920315317168,0.0018863808648323186,50000,117694
154,LF,4.0,168.0,1.0,103,3.495145631067961,32.0,142.0,300.0,42.0,4567254.06,50,7.0710678118654755,0.0004353618292162616,6.158286137974236e-05,0.01577191824361751,0.002253553369701894,0.0022597175182321313,50000,121997
155,LF,4.0,219.0,19.0,264,1.3636363636363635,20.0,22.0,300.0,42.0,39867790.22,37,6.082762530298219,0.000337172851206532,5.544021939076787e-05,0.01225020661764321,0.002029369605850264,0.0020030533369494,50000,116231
156,LF,4.0,183.0,1.0,117,3.076923076923077,42.0,71.0,300.0,42.0,2704823.52,54,7.3484692283495345,0.0004612743130002477,6.278595900635246e-05,0.016749067838832385,0.0023046981308543937,0.0022587533231601953,50000,124070
157,LF,4.0,101.0,9.0,309,1.1650485436893203,37.0,136.0,300.0,42.0,114149038.88,11,3.3166247903554,0.00010012014417300761,3.0188870432482144e-05,0.0036169649520024372,0.0010930492660579032,0.0011078023353862732,50000,117034
158,LF,4.0,151.0,20.0,198,1.8181818181818181,19.0,43.0,300.0,42.0,54758532.43,39,6.244997998398398,0.0003471665865513005,5.560079342385722e-05,0.012569461430913654,0.002028985806480959,0.001998516440943147,50000,119402
159,LF,4.0,226.0,5.0,359,1.0027855153203342,26.0,97.0,300.0,42.0,53910885.26,44,6.6332495807108,0.0004074753199607342,6.144172997181558e-05,0.014828843585152279,0.002255917275921961,0.0022477597227631894,50000,114185
160,LF,4.0,172.0,14.0,46,7.826086956521739,0.0,112.0,300.0,42.0,24681623.1,48,6.928203230275509,0.0004256375696094775,6.144856458345793e-05,0.0154215435352731,0.0022480197946311226,0.002233472763917043,50000,119778
161,LF,4.0,222.0,9.0,249,1.4457831325301205,39.0,27.0,300.0,42.0,21169593.46,41,6.4031242374328485,0.0003677163023883622,5.743819582069682e-05,0.01334831263840929,0.0021023621769999464,0.0020823690726535925,50000,118201
162,LF,4.0,194.0,18.0,164,2.1951219512195124,3.0,124.0,300.0,42.0,114897446.65,39,6.244997998398398,0.000356428042661695,5.708433494595323e-05,0.0128958483740673,0.0020816804797936907,0.0020521993591587997,50000,116380
163,LF,4.0,169.0,6.0,214,1.6822429906542056,25.0,21.0,300.0,42.0,9243735.3,52,7.211102550927978,0.00044830677977791573,6.218289850067425e-05,0.01625595478732784,0.0022785321845658828,0.0022544976124868367,50000,123099
164,LF,4.0,207.0,13.0,344,1.0465116279069768,33.0,64.0,300.0,42.0,89815780.2,41,6.4031242374328485,0.00038434857603539756,6.003669718075848e-05,0.013939498022516665,0.0021954905860414476,0.0021581418778191877,50000,113188
165,LF,4.0,146.0,8.0,181,1.988950276243094,42.0,128.0,300.0,42.0,56795296.18,34,5.830951894845301,0.00032341218883466977,5.5473701063254686e-05,0.01166563684392061,0.0020147570007435613,0.0019440553577922209,50000,112159
166,LF,4.0,233.0,2.0,192,1.875,41.0,63.0,300.0,42.0,7951577.82,59,7.681145747868608,0.0005209713024282561,6.784235157258407e-05,0.018938570957080847,0.0024956631282612046,0.002467226350176195,50000,119886
167,LF,4.0,141.0,2.0,240,1.5,39.0,93.0,300.0,42.0,13648969.71,40,6.324555320336759,0.0003571460459468388,5.647983119918518e-05,0.012920430831507292,0.0020598266493979927,0.002049090142957191,50000,119137
168,LF,4.0,190.0,2.0,238,1.5126050420168067,11.0,43.0,300.0,42.0,6603646.69,54,7.3484692283495345,0.000462792351927873,6.299263336852631e-05,0.016809085772233688,0.0023129584571407904,0.002272531474654404,50000,123627
169,LF,4.0,208.0,6.0,179,2.011173184357542,16.0,27.0,300.0,42.0,10425868.53,49,7.0,0.0004268552960546375,6.099234129381099e-05,0.015483131826609355,0.00223429637066918,0.0022269825107141977,50000,121787
170,LF,4.0,191.0,19.0,300,1.2,30.0,114.0,300.0,42.0,200204680.97,33,5.744562646538029,0.0003221240665723071,5.60836331981105e-05,0.011645547177187656,0.0020411231234474755,0.0020080273891770824,50000,109048
171,LF,4.0,157.0,15.0,252,1.4285714285714286,29.0,10.0,300.0,42.0,14128226.31,37,6.082762530298219,0.0003225778328000628,5.304002173799154e-05,0.011691920458653549,0.0019368700668887736,0.0019291775567310697,50000,121781
172,LF,4.0,250.0,4.0,210,1.7142857142857142,38.0,111.0,300.0,42.0,29593463.93,51,7.14142842854285,0.0004693669068720837,6.573993582570159e-05,0.017156425054993117,0.002427752358425915,0.0024030578969070036,50000,114395
173,LF,4.0,211.0,2.0,327,1.1009174311926606,37.0,121.0,300.0,42.0,24310323.67,42,6.48074069840786,0.0003975465697410268,6.135495956876263e-05,0.014405868678389845,0.0022422331799534746,0.0022412319733278335,50000,112195
174,LF,4.0,115.0,13.0,133,2.706766917293233,35.0,108.0,300.0,42.0,57357868.2,33,5.744562646538029,0.0002993849001143106,5.212402246151668e-05,0.010813842794549833,0.0018953295161139325,0.0018788888354571525,50000,117435
175,LF,4.0,107.0,4.0,231,1.5584415584415585,18.0,34.0,300.0,42.0,9734460.5,47,6.855654600401044,0.00039725135868416825,5.795657429230131e-05,0.01439148855692457,0.002119616029171222,0.002091268952191689,50000,125677
176,LF,4.0,185.0,18.0,46,7.826086956521739,44.0,12.0,300.0,42.0,7641428.1,38,6.164414002968976,0.00033288948069241014,5.4010792205850886e-05,0.01207295190567282,0.0019739058769269184,0.0019482970359974345,50000,121125
177,LF,4.0,210.0,11.0,155,2.3225806451612905,45.0,82.0,300.0,42.0,45318647.59,43,6.557438524302,0.0004110702165288466,6.27005035099569e-05,0.014894900495713407,0.002291706683168127,0.0022423104933359276,50000,111095
178,LF,4.0,218.0,17.0,95,3.789473684210526,21.0,73.0,300.0,42.0,41267311.45,32,5.656854249492381,0.00029712715185054505,5.253295873248199e-05,0.010802967728843748,0.0019223937334574223,0.0019163530510981047,50000,113991
179,LF,4.0,224.0,1.0,217,1.6589861751152073,13.0,118.0,300.0,42.0,7999886.26,50,7.0710678118654755,0.00043525950171492244,6.156838378724201e-05,0.015814176837262828,0.002259592658241082,0.002254045922334664,50000,121671
180,LF,4.0,145.0,17.0,334,1.0778443113772456,2.0,24.0,300.0,42.0,43684830.56,28,5.291502622129181,0.0002440321076530212,4.612336024379701e-05,0.008830826504350206,0.0016785563036947168,0.0016906667864452975,50000,122017
181,LF,4.0,118.0,15.0,112,3.2142857142857144,16.0,100.0,300.0,42.0,52067148.97,28,5.291502622129181,0.0002477021205070816,4.6817097990612866e-05,0.008964914117256547,0.0017040465024523704,0.0016848596429110386,50000,120192
182,LF,4.0,208.0,11.0,207,1.7391304347826086,24.0,6.0,300.0,42.0,7413426.36,41,6.4031242374328485,0.00035857026665383975,5.600930638102543e-05,0.01300675077014646,0.002048557168783876,0.0020772424667444035,50000,121305
183,LF,4.0,140.0,5.0,324,1.1111111111111112,26.0,15.0,300.0,42.0,7950519.86,35,5.916079783099616,0.0002988081822217669,5.0515346819010014e-05,0.010834569694295283,0.0018446499381784554,0.001842243868582418,50000,124314
184,LF,4.0,230.0,4.0,85,4.235294117647059,3.0,113.0,300.0,42.0,12902168.38,55,7.416198487095663,0.00047782874617737,6.444580650455128e-05,0.017384021461358055,0.002370714453846872,0.002304627350880844,50000,121752
185,LF,4.0,98.0,5.0,286,1.2587412587412588,35.0,9.0,300.0,42.0,4194291.56,69,8.306623862918075,0.0005792964486609017,6.975929404268653e-05,0.020999603462010484,0.002564040182372064,0.002535165804241771,50000,126445
186,LF,4.0,121.0,16.0,107,3.364485981308411,41.0,67.0,300.0,42.0,36298065.68,35,5.916079783099616,0.00031415210347272713,5.310973767923978e-05,0.011361451357469264,0.0019343677275374023,0.0019291162087653265,50000,118549
187,LF,4.0,229.0,18.0,226,1.592920353982301,12.0,62.0,300.0,42.0,82564755.34,35,5.916079783099616,0.0003225182222795588,5.452431997453877e-05,0.011736978432296557,0.001998313487336055,0.0019814534947112552,50000,114756
188,LF,4.0,230.0,12.0,115,3.130434782608696,4.0,23.0,300.0,42.0,13937621.57,52,7.211102550927978,0.00046116870792944117,6.396733796297501e-05,0.016752827827718083,0.0023481917305205177,0.00226792964157705,50000,119448
189,LF,4.0,159.0,14.0,183,1.9672131147540983,30.0,51.0,300.0,42.0,41831292.34,27,5.196152422706632,0.00024160857620960887,4.650320894032303e-05,0.008746545868712525,0.0016927011556929436,0.001690269858308621,50000,118793
190,LF,4.0,238.0,9.0,323,1.1145510835913313,42.0,68.0,300.0,42.0,62752777.67,38,6.164414002968976,0.00035623886753538954,5.7799867883475833e-05,0.013002590135372074,0.0021259253304368128,0.0021080021954601414,50000,112465
191,LF,4.0,244.0,8.0,340,1.0588235294117647,14.0,127.0,300.0,42.0,106824059.2,44,6.6332495807108,0.00040002545616539233,6.031816735974239e-05,0.01462140239860639,0.0022243532866684,0.0021922423865568547,50000,115805
192,LF,4.0,248.0,15.0,145,2.4827586206896552,41.0,19.0,300.0,42.0,18916524.67,43,6.557438524302,0.00038826886264311774,5.922194012854292e-05,0.01418157718409092,0.0021819359790278504,0.002162394779262426,50000,116683
193,LF,4.0,110.0,5.0,26,13.846153846153847,15.0,100.0,300.0,42.0,4315475.63,55,7.416198487095663,0.0004693393408768966,6.330055330665743e-05,0.01701165741790323,0.002319923008450242,0.002261804558278579,50000,124417
194,LF,4.0,180.0,5.0,269,1.338289962825279,5.0,140.0,300.0,42.0,57565210.09,37,6.082762530298219,0.0003277671967046109,5.3893425288019476e-05,0.011885157597810435,0.0019688863770191433,0.001980650618375651,50000,119801
195,LF,4.0,182.0,4.0,36,10.0,6.0,20.0,300.0,42.0,1733492.32,57,7.54983443527075,0.0004829239775991053,6.398028664731604e-05,0.017518884171633844,0.0023477567484951976,0.002326144983960311,50000,125208
196,LF,4.0,171.0,12.0,264,1.3636363636363635,30.0,136.0,300.0,42.0,131779411.11,29,5.385164807134504,0.00027992818394177493,5.198863379695247e-05,0.010111750827072026,0.0018890156451012463,0.0018552733367944304,50000,110366
197,LF,4.0,213.0,1.0,136,2.6470588235294117,29.0,83.0,300.0,42.0,3674144.75,61,7.810249675906654,0.0005237535095778203,6.707732431508264e-05,0.01904287777465307,0.002468912596200868,0.0024445576235501217,50000,123271
198,LF,4.0,130.0,2.0,123,2.926829268292683,45.0,88.0,300.0,42.0,6713356.44,53,7.280109889280518,0.00046298318410133214,6.361035141724979e-05,0.01676316522203174,0.002327833264330918,0.0023074686554725022,50000,121670
199,LF,4.0,112.0,5.0,39,9.23076923076923,43.0,30.0,300.0,42.0,2185052.62,47,6.855654600401044,0.00039616645734467324,5.779826239813926e-05,0.014367024706838528,0.002116012269720885,0.002066212671706091,50000,125891
200,LF,4.0,171.0,19.0,279,1.2903225806451613,19.0,7.0,300.0,42.0,15441736.8,31,5.5677643628300215,0.00027532550579959853,4.945672756851629e-05,0.009966236927145326,0.001801493027222551,0.0018076367131853782,50000,119700
201,LF,4.0,206.0,10.0,8,45.0,24.0,18.0,300.0,42.0,3363482.94,51,7.14142842854285,0.00043398715057652216,6.07835417141241e-05,0.015722885993718707,0.0022248561244425525,0.002201687008035905,50000,124825
202,LF,4.0,193.0,8.0,60,6.0,5.0,149.0,300.0,42.0,23486775.76,45,6.708203932499369,0.00040244687701223436,6.0005309120140894e-05,0.014584943014746912,0.0021944528577203565,0.002165235430599759,50000,118733
203,LF,4.0,241.0,4.0,75,4.8,21.0,96.0,300.0,42.0,10148592.79,55,7.416198487095663,0.0004869626809509053,6.567802003869307e-05,0.017769619519463237,0.00242331156025359,0.0023888121349647518,50000,119110
204,LF,4.0,215.0,19.0,28,12.857142857142858,36.0,138.0,300.0,42.0,28561599.8,46,6.782329983125268,0.00044280584888769093,6.530261394667547e-05,0.01610777885810602,0.002397617051593205,0.0023101423764486763,50000,109897
205,LF,4.0,188.0,12.0,148,2.4324324324324325,36.0,126.0,300.0,42.0,70148728.95,39,6.244997998398398,0.00038170180280697636,6.113286891169227e-05,0.013799998471554891,0.0022276564276760185,0.0022466911304752555,50000,108755
206,LF,4.0,243.0,7.0,220,1.6363636363636365,10.0,146.0,300.0,42.0,70200893.57,51,7.14142842854285,0.00046418494584508967,6.501397750094016e-05,0.01696262159829508,0.0024003219154099804,0.002340049038465952,50000,115702
207,LF,4.0,192.0,20.0,128,2.8125,11.0,91.0,300.0,42.0,75535829.61,36,6.0,0.0003341036278085586,5.5693239294099195e-05,0.012088648713152206,0.0020298176344716325,0.002055740383629274,50000,114601
208,LF,4.0,236.0,1.0,302,1.1920529801324504,39.0,2.0,300.0,42.0,534120.24,77,8.774964387392123,0.0006383313851791059,7.276782650801527e-05,0.02313374502957789,0.0026781679292510697,0.0026366347661334814,50000,128088
209,LF,4.0,182.0,7.0,20,18.0,41.0,31.0,300.0,42.0,2873091.64,56,7.483314773547883,0.00047863656954332944,6.39758070868838e-05,0.017362406664216873,0.0023469976266412063,0.0023099563752043534,50000,124120
210,LF,4.0,164.0,12.0,248,1.4516129032258065,2.0,132.0,300.0,42.0,120185135.38,35,5.916079783099616,0.00031137681933027293,5.2640482335718327e-05,0.011275469824756381,0.0019197266475241648,0.0019397227203364015,50000,119453
211,LF,4.0,227.0,20.0,166,2.1686746987951806,22.0,32.0,300.0,42.0,39538617.05,39,6.244997998398398,0.00035986159169550173,5.763433969813438e-05,0.013067415750478461,0.002109379946897497,0.0020783912770112396,50000,114852
212,LF,4.0,143.0,8.0,137,2.627737226277372,14.0,94.0,300.0,42.0,32053303.27,39,6.244997998398398,0.0003425289173451374,5.4857915957702616e-05,0.012402538933252504,0.0020020365941937927,0.0019818564086468626,50000,121009
213,LF,4.0,142.0,6.0,153,2.3529411764705883,32.0,44.0,300.0,42.0,12943361.35,43,6.557438524302,0.0003758347026535678,5.732502416723368e-05,0.013611267155029782,0.002094174501185537,0.0020752418833166735,50000,121572
214,LF,4.0,170.0,9.0,271,1.3284132841328413,25.0,60.0,300.0,42.0,45713875.86,40,6.324555320336759,0.0003586060980966981,5.671076832021629e-05,0.012979151149035265,0.0020691896296164566,0.002066577389030069,50000,118598
215,LF,4.0,126.0,2.0,356,1.0112359550561798,9.0,103.0,300.0,42.0,22206687.42,38,6.164414002968976,0.00032575244528644786,5.2852630945479926e-05,0.011810750800189156,0.0019310299925238352,0.001909181059950492,50000,123814
216,LF,4.0,148.0,10.0,52,6.923076923076923,14.0,115.0,300.0,42.0,19508534.38,30,5.477225575051661,0.0002657760216873234,4.853028858233229e-05,0.009620633549833028,0.0017674044369522047,0.0017621111732854897,50000,120000
217,LF,4.0,104.0,3.0,200,1.8,40.0,60.0,300.0,42.0,11015808.57,28,5.291502622129181,0.00024312731188024243,4.595232826910649e-05,0.008799527628041414,0.0016726063664384146,0.001672044359078778,50000,122451
218,LF,4.0,216.0,19.0,190,1.894736842105263,44.0,55.0,300.0,42.0,66157789.26,38,6.164414002968976,0.0003597190404967909,5.836462856002953e-05,0.013049117464793512,0.0021335338250715796,0.002081327818366282,50000,112064
219,LF,4.0,129.0,5.0,229,1.5720524017467248,6.0,107.0,300.0,42.0,37318604.38,37,6.082762530298219,0.000319251742941948,5.249304047667537e-05,0.011565421729429775,0.001915911331951482,0.0018918132449684663,50000,123113
220,LF,4.0,201.0,6.0,88,4.090909090909091,16.0,113.0,300.0,42.0,19514569.24,44,6.6332495807108,0.00039759994216728115,5.99523615582659e-05,0.014418702619967238,0.0021935109054164368,0.002209999899184844,50000,117433
221,LF,4.0,114.0,17.0,289,1.245674740484429,26.0,26.0,300.0,42.0,40154437.63,25,5.0,0.00021752560276344526,4.350985203418421e-05,0.007878467935300114,0.001583862167003219,0.0015643977434864106,50000,122113
222,LF,4.0,125.0,19.0,176,2.0454545454545454,16.0,129.0,300.0,42.0,131888274.48,31,5.5677643628300215,0.0002798869617818868,5.027621665637394e-05,0.010119165671504149,0.0018291399544923222,0.0018012076401558786,50000,117891
223,LF,4.0,254.0,16.0,50,7.2,2.0,102.0,300.0,42.0,31808707.34,46,6.782329983125268,0.0004153048879579639,6.124607901922163e-05,0.015199386709906641,0.0022623781367857193,0.0022643216929394646,50000,116465
224,LF,4.0,121.0,7.0,236,1.5254237288135593,44.0,92.0,300.0,42.0,46315805.96,31,5.5677643628300215,0.00028004878269117844,5.030528868576375e-05,0.01012122612927533,0.0018295124511057814,0.001812363772750736,50000,117867
225,LF,4.0,204.0,7.0,86,4.186046511627907,12.0,58.0,300.0,42.0,12432935.85,44,6.6332495807108,0.00038854498732813505,5.858673925537876e-05,0.014076596014287603,0.0021414570299454192,0.0021103396111446693,50000,120287
