# LF noise: mean = 0.002058237853827891 +- 0.00025716106577061736
,Mode,Design,Radius[cm],Thickness[cm],NPanels,Angle[deg],Theta_deg,Length[cm],Height[cm],ZPosition[cm],Volume[cm3],Ge-77[nevents],Ge-77_err[nevents],Ge77-Eff,Ge77-Eff_err,Ge77-Rate[nucleus/(kg yr)],Ge77-Rate_err[nucleus/(kg yr)],Ge77-Rate_err_stat[nucleus/(kg yr)],nprimaries,total_neutrons
226,LF,4.0,159.0,7.0,146,2.4657534246575343,37.0,88.0,300.0,42.0,28192776.18,39,6.244997998398398,0.00035830439336310017,5.7384898878303636e-05,0.012962006060956871,0.00209236159085866,0.0020909117850308402,50000,115786
227,LF,4.0,134.0,14.0,327,1.1009174311926606,39.0,44.0,300.0,42.0,62356376.47,40,6.324555320336759,0.00035499387635563287,5.613942215810594e-05,0.01283050518432038,0.0020454879929999053,0.0020220248429035563,50000,119972
228,LF,4.0,179.0,12.0,33,10.909090909090908,26.0,68.0,300.0,42.0,10829002.6,31,5.5677643628300215,0.0002777578668195828,4.989371330298842e-05,0.010054942181478165,0.0018175294218538422,0.0017853349942214983,50000,118644
229,LF,4.0,176.0,16.0,141,2.5531914893617023,44.0,35.0,300.0,42.0,27393973.49,33,5.744562646538029,0.00029917590636700727,5.208763043293572e-05,0.0108237047301408,0.0018970582457604266,0.0018796933656220279,50000,117328
230,LF,4.0,165.0,20.0,352,1.0227272727272727,19.0,116.0,300.0,42.0,249292840.34,34,5.830951894845301,0.00031737438041986763,5.443789374317851e-05,0.01146086002275073,0.0019793850687777376,0.0019810891392598316,50000,114163
231,LF,4.0,158.0,15.0,168,2.142857142857143,0.0,10.0,300.0,42.0,10380741.8,31,5.5677643628300215,0.00027010307481855174,4.8518495501468244e-05,0.009776906359547734,0.0017672654169853335,0.0017601987657158591,50000,122018
232,LF,4.0,185.0,13.0,244,1.4754098360655739,45.0,56.0,300.0,42.0,56491837.96,34,5.830951894845301,0.0003160233113666149,5.420611393966961e-05,0.01143481784935976,0.001974886711704098,0.001960330063895103,50000,114423
233,LF,4.0,100.0,14.0,257,1.4007782101167314,7.0,35.0,300.0,42.0,38922187.87,40,6.324555320336759,0.00034121249861382425,5.3959636582853945e-05,0.012361979842219135,0.0019707820979799552,0.001956339804824709,50000,124519
234,LF,4.0,139.0,14.0,252,1.4285714285714286,20.0,70.0,300.0,42.0,76147163.19,35,5.916079783099616,0.0003106058589139444,5.251012571804928e-05,0.011237651303463549,0.0019132868563145,0.0019181819845242834,50000,119855
235,LF,4.0,99.0,7.0,256,1.40625,9.0,66.0,300.0,42.0,35975785.09,41,6.4031242374328485,0.00034827814682047536,5.440137930451304e-05,0.012618334297080242,0.001987371894244533,0.0019302953593157881,50000,125039
236,LF,4.0,108.0,13.0,194,1.8556701030927836,10.0,110.0,300.0,42.0,84421897.51,48,6.928203230275509,0.00041982629686967017,6.060942508829524e-05,0.015192722948857075,0.002214657844903603,0.002193224649951485,50000,121582
237,LF,4.0,164.0,10.0,175,2.057142857142857,20.0,130.0,300.0,42.0,70152297.18,38,6.164414002968976,0.0003500819928878079,5.68007382466259e-05,0.012671891677423053,0.002071847322149439,0.002075562331209642,50000,115400
238,LF,4.0,222.0,3.0,317,1.135646687697161,15.0,120.0,300.0,42.0,35190258.77,48,6.928203230275509,0.0004317439758223374,6.233032618153672e-05,0.01570475302732525,0.002289311894235395,0.0022434252230683523,50000,117618
239,LF,4.0,209.0,8.0,100,3.6,28.0,137.0,300.0,42.0,35246951.3,52,7.211102550927978,0.0004973506513380646,6.898727500902404e-05,0.01804378440754242,0.002529182619422027,0.002511261089640585,50000,110902
240,LF,4.0,175.0,12.0,218,1.651376146788991,14.0,82.0,300.0,42.0,66990200.48,36,6.0,0.0003236973429843097,5.395828812171642e-05,0.011723544310535296,0.001968503372511055,0.0019432806998070087,50000,118170
241,LF,4.0,197.0,16.0,329,1.094224924012158,13.0,139.0,300.0,42.0,224069789.35,40,6.324555320336759,0.00037599285613573345,5.946086574614666e-05,0.013612258077972485,0.0021701396976634662,0.002178626641606669,50000,113082
242,LF,4.0,116.0,10.0,285,1.263157894736842,18.0,138.0,300.0,42.0,118987518.5,27,5.196152422706632,0.00024042742653606413,4.6275841798244975e-05,0.008698073947360656,0.0016833194354011465,0.001673874971089381,50000,119455
243,LF,4.0,160.0,4.0,186,1.935483870967742,14.0,137.0,300.0,42.0,31254370.21,36,6.0,0.0003215778754421696,5.360492957515585e-05,0.01163864533214561,0.001954245839093017,0.001958037878790917,50000,119032
244,LF,4.0,255.0,12.0,262,1.3740458015267176,36.0,99.0,300.0,42.0,98751863.97,41,6.4031242374328485,0.0003797773208099446,5.932251433610885e-05,0.013911352814592316,0.0021910568883304667,0.0021742423040651826,50000,113417
245,LF,4.0,189.0,8.0,273,1.3186813186813187,38.0,79.0,300.0,42.0,53711553.11,46,6.782329983125268,0.0004302402798432429,6.344911325609719e-05,0.015573942261131731,0.002318140553652011,0.0022774146348208965,50000,113664
246,LF,4.0,110.0,4.0,42,8.571428571428571,21.0,1.0,300.0,42.0,377025.11,80,8.94427190999916,0.0006621091486931621,7.405055585849145e-05,0.023992352753721823,0.002726634411468812,0.0026674133217801732,50000,128316
247,LF,4.0,106.0,20.0,83,4.337349397590361,13.0,55.0,300.0,42.0,29385037.0,34,5.830951894845301,0.0002967125989405615,5.089333957999365e-05,0.01073467143705833,0.0018539490609314774,0.0018393942070374137,50000,121886
248,LF,4.0,189.0,2.0,315,1.1428571428571428,7.0,13.0,300.0,42.0,2915433.77,53,7.280109889280518,0.000446500029485851,6.134518658257901e-05,0.01622095574544169,0.002252523290584288,0.002191581065920102,50000,125737
249,LF,4.0,161.0,15.0,202,1.7821782178217822,40.0,141.0,300.0,42.0,131088419.22,41,6.4031242374328485,0.0004049062790100535,6.32485377830948e-05,0.014599107113390977,0.0022993993228936824,0.0022436461730527845,50000,108074
250,LF,4.0,186.0,10.0,129,2.7906976744186047,29.0,33.0,300.0,42.0,15184748.47,49,7.0,0.00043580347931267566,6.227120447214156e-05,0.015792135738897133,0.0022788962074441073,0.0022489739754081354,50000,119404
251,LF,4.0,163.0,12.0,77,4.675324675324675,38.0,91.0,300.0,42.0,27534270.6,25,5.0,0.0002328028532317692,4.656599004780645e-05,0.008421128067848664,0.0016929686499783303,0.0017036419244899571,50000,114244
252,LF,4.0,128.0,20.0,267,1.348314606741573,28.0,128.0,300.0,42.0,207808537.82,23,4.795831523312719,0.00021346698222655345,4.451569327430286e-05,0.0077163008289493785,0.0016166450228455717,0.001607091878272618,50000,114705
253,LF,4.0,98.0,11.0,167,2.155688622754491,22.0,66.0,300.0,42.0,37193755.77,29,5.385164807134504,0.0002502264981233013,4.647170732523113e-05,0.0090650845330612,0.0016934610735821216,0.0016546937441570036,50000,123109
254,LF,4.0,153.0,13.0,334,1.0778443113772456,24.0,29.0,300.0,42.0,40026212.91,30,5.477225575051661,0.0002631925253322806,4.8058484099199203e-05,0.009537892333836992,0.001752202206183712,0.0017308220505020588,50000,121041
255,LF,4.0,199.0,1.0,97,3.711340206185567,6.0,51.0,300.0,42.0,1735427.41,69,8.306623862918075,0.0005814737409829434,7.002156133094714e-05,0.021125576690088514,0.0025794255493456473,0.002559736531467037,50000,125691
256,LF,4.0,102.0,3.0,242,1.487603305785124,17.0,139.0,300.0,42.0,30482016.35,38,6.164414002968976,0.0003325893833967879,5.3962093799607475e-05,0.01203390690740977,0.001967521107471835,0.0019514580433882974,50000,121518
257,LF,4.0,113.0,13.0,247,1.45748987854251,33.0,84.0,300.0,42.0,82213974.05,33,5.744562646538029,0.00029531522663206407,5.14153726102601e-05,0.010679075561761226,0.0018717057886244491,0.0018373579089094611,50000,118917
258,LF,4.0,226.0,9.0,158,2.278481012658228,39.0,50.0,300.0,42.0,24452900.18,39,6.244997998398398,0.00035800508550813773,5.7336954100871864e-05,0.012995340108356226,0.0020977433557305427,0.0020643502159911394,50000,115489
259,LF,4.0,111.0,17.0,292,1.2328767123287672,42.0,123.0,300.0,42.0,184921643.04,14,3.7416573867739413,0.0001297605917082982,3.46822268654246e-05,0.004686338028675744,0.001256121180415231,0.0012455711607772752,50000,114963
260,LF,4.0,179.0,1.0,224,1.6071428571428572,17.0,93.0,300.0,42.0,6453175.2,53,7.280109889280518,0.000459355688643514,6.311184684605124e-05,0.01665597668137654,0.002312945271479324,0.002302598685852389,50000,122453
261,LF,4.0,119.0,9.0,162,2.2222222222222223,22.0,24.0,300.0,42.0,11424093.37,38,6.164414002968976,0.0003256491558831091,5.283586973498655e-05,0.01178856642703669,0.001927402352747276,0.0019058600162849887,50000,124047
262,LF,4.0,132.0,11.0,105,3.4285714285714284,40.0,38.0,300.0,42.0,14580333.42,34,5.830951894845301,0.0002974263869692251,5.101578957830786e-05,0.01077498281130933,0.001860912064114496,0.0018525920218590932,50000,121430
263,LF,4.0,155.0,13.0,275,1.309090909090909,11.0,11.0,300.0,42.0,14102876.09,32,5.656854249492381,0.0002775344533004918,4.906843115853757e-05,0.010045527991602854,0.001787589576533274,0.0017512201070689231,50000,122586
264,LF,4.0,235.0,2.0,65,5.538461538461538,13.0,34.0,300.0,42.0,2031840.47,60,7.745966692414834,0.000508457340429138,6.565824623716732e-05,0.018469252351378435,0.0024139165062342415,0.0023769643441385584,50000,125016
265,LF,4.0,150.0,19.0,339,1.0619469026548674,34.0,21.0,300.0,42.0,43987927.06,26,5.0990195135927845,0.00022936589152757684,4.498751059179355e-05,0.008296469201093167,0.0016358450593297533,0.0016048030595832202,50000,120599
266,LF,4.0,236.0,20.0,188,1.9148936170212767,33.0,86.0,300.0,42.0,105243496.65,37,6.082762530298219,0.0003568225434696653,5.867172969154372e-05,0.013039312118238488,0.002160114658343145,0.002144013717221424,50000,109197
267,LF,4.0,220.0,5.0,11,32.72727272727273,4.0,81.0,300.0,42.0,2926931.28,56,7.483314773547883,0.0004786038442144487,6.397143188818311e-05,0.01736212690065096,0.002346959800711411,0.0023134176112926176,50000,124122
268,LF,4.0,95.0,3.0,307,1.1726384364820848,22.0,98.0,300.0,42.0,27258431.14,27,5.196152422706632,0.00023305999136814847,4.485764259862093e-05,0.008441963481844726,0.0016337495548858607,0.0016295625560472818,50000,123079
269,LF,4.0,222.0,11.0,77,4.675324675324675,26.0,94.0,300.0,42.0,27637586.32,42,6.48074069840786,0.00039066496758410923,6.029268688178498e-05,0.01419633061081544,0.002209613253334115,0.0021859020018838897,50000,113851
270,LF,4.0,201.0,9.0,293,1.2286689419795223,10.0,15.0,300.0,42.0,14360296.25,42,6.48074069840786,0.0003680465491254513,5.680126534245179e-05,0.013353269907814413,0.0020783711881389795,0.0020716850211631235,50000,121039
271,LF,4.0,132.0,10.0,228,1.5789473684210527,11.0,40.0,300.0,42.0,28626941.49,41,6.4031242374328485,0.0003538051310373394,5.526485219026227e-05,0.01282584299743624,0.0020200596105105933,0.002005769531437086,50000,123016
272,LF,4.0,172.0,14.0,62,5.806451612903226,5.0,37.0,300.0,42.0,12678023.1,44,6.6332495807108,0.00038681998804374583,5.8326585025056655e-05,0.014019022071108972,0.00213269680275433,0.0021120164317080547,50000,120781
273,LF,4.0,181.0,5.0,354,1.0169491525423728,12.0,50.0,300.0,42.0,27636865.39,34,5.830951894845301,0.00029566245782462,5.071318852763609e-05,0.010722531328077196,0.0018518520954408373,0.0018798795870688027,50000,122024
274,LF,4.0,174.0,3.0,260,1.3846153846153846,32.0,73.0,300.0,42.0,17672537.74,46,6.782329983125268,0.0004142651296829971,6.109271144692183e-05,0.015004463316629175,0.002233358888274023,0.002200690174199023,50000,117978
275,LF,4.0,138.0,3.0,150,2.4,5.0,54.0,300.0,42.0,7664748.02,46,6.782329983125268,0.0003890622753376807,5.7375260960883937e-05,0.014109649076751772,0.0021001451384561206,0.0020680541115406853,50000,125460
276,LF,4.0,184.0,9.0,266,1.3533834586466165,45.0,130.0,300.0,42.0,95472381.33,37,6.082762530298219,0.00036719827714538076,6.0378107219484386e-05,0.013276892341460868,0.002199479289188254,0.002155964881228726,50000,107243
277,LF,4.0,240.0,12.0,209,1.722488038277512,24.0,112.0,300.0,42.0,89056888.8,43,6.557438524302,0.0004024634507029071,6.138745021833835e-05,0.01473218933576041,0.0022666674845274624,0.0022846851329137085,50000,112322
278,LF,4.0,137.0,14.0,55,6.545454545454546,12.0,72.0,300.0,42.0,18637680.71,37,6.082762530298219,0.00032365856645497645,5.321775065835262e-05,0.011721469329858967,0.0019417658330315808,0.0018968302117639694,50000,121474
279,LF,4.0,196.0,15.0,51,7.0588235294117645,17.0,25.0,300.0,42.0,9933505.4,39,6.244997998398398,0.00034584585916092476,5.5389234513586625e-05,0.01253460866398811,0.0020233589064916997,0.001963666043457047,50000,119734
280,LF,4.0,173.0,18.0,125,2.88,24.0,23.0,300.0,42.0,19650903.9,35,5.916079783099616,0.0003120569905223834,5.2755488084987316e-05,0.011297127230898341,0.0019234145040330042,0.0019346939835714833,50000,119224
281,LF,4.0,131.0,11.0,339,1.0619469026548674,31.0,117.0,300.0,42.0,132281535.63,36,6.0,0.000330502639430801,5.5092875152699855e-05,0.011953056756852452,0.0020070467637591932,0.0020211003104834277,50000,115901
282,LF,4.0,251.0,20.0,312,1.1538461538461537,38.0,118.0,300.0,42.0,230124868.24,45,6.708203932499369,0.00043102622555123463,6.426744202849821e-05,0.015778140559523524,0.002374017678504984,0.002356396370305756,50000,109754
283,LF,4.0,121.0,6.0,117,3.076923076923077,8.0,134.0,300.0,42.0,28828448.97,33,5.744562646538029,0.00028678694337261443,4.993035700862751e-05,0.010389878084040021,0.0018210118243246172,0.001843179361898207,50000,122227
284,LF,4.0,214.0,20.0,302,1.1920529801324504,5.0,37.0,300.0,42.0,73924841.89,40,6.324555320336759,0.00036426554958564794,5.7605929553460614e-05,0.01321640409012943,0.002107019857522497,0.0020787942674883784,50000,116469
285,LF,4.0,245.0,16.0,99,3.6363636363636362,35.0,98.0,300.0,42.0,53417869.86,34,5.830951894845301,0.0003216955246475542,5.5179200633860655e-05,0.011780438322954745,0.0020345872076239007,0.0020197819618535595,50000,111066
286,LF,4.0,161.0,15.0,296,1.2162162162162162,33.0,90.0,300.0,42.0,122799419.22,33,5.744562646538029,0.00030758906101448463,5.355261693908147e-05,0.011121340496181381,0.0019492319590538728,0.0019507854023060964,50000,114188
287,LF,4.0,167.0,15.0,234,1.5384615384615385,3.0,48.0,300.0,42.0,53665863.45,38,6.164414002968976,0.00033251080660121453,5.394934272172751e-05,0.01205295072428515,0.0019706352156701654,0.0019382063127751082,50000,121326
288,LF,4.0,152.0,2.0,184,1.9565217391304348,7.0,3.0,300.0,42.0,629224.05,99,9.9498743710662,0.0008262255679257565,8.30730912744295e-05,0.029954796874873246,0.0030718622949804496,0.002986798956761298,50000,127184
289,LF,4.0,105.0,9.0,180,2.0,37.0,59.0,300.0,42.0,29408906.49,27,5.196152422706632,0.00023551167091169186,4.5329579079188666e-05,0.008526270891516363,0.001650067119230477,0.0016374186522469614,50000,121862
290,LF,4.0,117.0,9.0,121,2.975206611570248,0.0,81.0,300.0,42.0,27360466.65,40,6.324555320336759,0.0003428973108278398,5.422611989322553e-05,0.012422336200697938,0.0019804058085021647,0.0019847191238330595,50000,123914
291,LF,4.0,240.0,18.0,102,3.5294117647058822,10.0,28.0,300.0,42.0,22950611.04,39,6.244997998398398,0.00035469378103570584,5.680653210600369e-05,0.012915046716410822,0.002084780036525338,0.0020612585906451017,50000,116207
292,LF,4.0,157.0,4.0,70,5.142857142857143,18.0,142.0,300.0,42.0,12579465.79,45,6.708203932499369,0.0003984416504338587,5.940800613890825e-05,0.01444009571870472,0.002172655096624464,0.0021242271614923315,50000,119924
293,LF,4.0,219.0,17.0,304,1.1842105263157894,41.0,22.0,300.0,42.0,40057920.91,38,6.164414002968976,0.00034628563096887073,5.6184672619573485e-05,0.012570262088784956,0.002055228268685146,0.002054448965393753,50000,116333
294,LF,4.0,181.0,8.0,215,1.6744186046511629,2.0,80.0,300.0,42.0,43075533.3,34,5.830951894845301,0.0002979058967843687,5.109804930908609e-05,0.010796855713438174,0.001864690184093945,0.0018408019737077795,50000,121184
295,LF,4.0,101.0,11.0,314,1.1464968152866242,2.0,101.0,300.0,42.0,105523179.04,38,6.164414002968976,0.0003254121173196318,5.279740448634167e-05,0.011794841948158349,0.0019284285402014665,0.0018944758829643985,50000,123981
296,LF,4.0,136.0,19.0,283,1.2720848056537102,28.0,59.0,300.0,42.0,98041017.01,29,5.385164807134504,0.0002599964138425677,4.828639791470265e-05,0.009415282981360257,0.0017588900414271418,0.0017219261272470032,50000,118530
297,LF,4.0,177.0,12.0,226,1.592920353982301,39.0,16.0,300.0,42.0,15710899.95,30,5.477225575051661,0.0002656583456569288,4.850879826863061e-05,0.009631468952404482,0.001769395252365634,0.001740411325592444,50000,119865
298,LF,4.0,213.0,6.0,37,9.72972972972973,32.0,92.0,300.0,42.0,7935287.1,45,6.708203932499369,0.00039879121950354925,5.946013758815487e-05,0.014500188725915792,0.0021816983555250527,0.0021376890117349497,50000,119427
299,LF,4.0,223.0,13.0,318,1.1320754716981132,30.0,133.0,300.0,42.0,169495927.76,39,6.244997998398398,0.0003817130105411516,6.113466427041633e-05,0.013946834251221563,0.0022513635313105474,0.0022309667130193745,50000,107610
300,LF,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,76,8.717797887081348,0.0006256894933561655,7.179395697456813e-05,0.022634857706768312,0.0026370579929313677,0.0026341304929728138,50000,129211
301,LF,3.0,95.0,10.0,360,0.0,0.0,1.0,300.0,42.0,1635198.98,42,6.48074069840786,0.000355095622178258,5.480217147402143e-05,0.012861707208625698,0.002001849290752093,0.0019750835319850024,50000,125665
302,LF,3.0,200.0,10.0,360,0.0,0.0,2.0,300.0,42.0,4702964.2,39,6.244997998398398,0.00034043890431048027,5.4523131759269896e-05,0.0123568933092968,0.0019946672444368474,0.001992600936812321,50000,121456
303,HF,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,780,27.92848008753788,0.0005217447143247018,1.8686330359315096e-05,0.0200780588123211,0.0008251805218393436,0.0007253837059471382,10100000,1494984
304,HF,2.0,95.0,10.0,360,0.0,0.0,1.0,300.0,42.0,5620309.26,456,21.354156504062622,0.0003591337316357439,1.6820997556004836e-05,0.01281656377907499,0.0006535237241224481,0.0006009486090763416,9250000,1269722
305,HF,2.0,200.0,10.0,360,0.0,0.0,2.0,300.0,42.0,13998936.86,370,19.235384061671343,0.0003112463397009848,1.6183444639136617e-05,0.010455923325201219,0.0005830766734074058,0.0005433395189958051,9200000,1188769
