# [HF, 3, 200, 10.0, 360, 0.0, 0.0, 3.5, 300.0, 42.0, 13998936.86] # mode design r d npanels phi theta L H z V
,nidx,tid,nC_A,nC_Z,cross_cryo
0,"[19, 0]",26,158,64,5
1,"[48, 0]",29316,2,1,-1
2,"[48, 1]",29315,0,0,5
3,"[48, 2]",27507,41,18,0
4,"[48, 3]",27506,0,0,0
5,"[48, 4]",45446,41,18,0
6,"[48, 5]",44872,41,18,0
7,"[48, 6]",65071,158,64,6
8,"[207, 0]",858,2,1,0
9,"[207, 1]",857,0,0,0
10,"[207, 2]",2307,0,0,8
11,"[207, 3]",2702,158,64,2
12,"[226, 0]",5603,158,64,2
13,"[226, 1]",5602,0,0,-1
14,"[226, 2]",4494,0,0,0
15,"[226, 3]",4492,0,0,0
16,"[226, 4]",10697,2,1,0
17,"[226, 5]",10678,156,64,-1
18,"[226, 6]",10125,41,18,1
19,"[226, 7]",17302,0,0,1
20,"[226, 8]",24228,57,26,5
21,"[226, 9]",28835,41,18,0
22,"[235, 2]",4291,0,0,-1
23,"[235, 3]",7727,158,64,1
24,"[294, 0]",632,0,0,-1
25,"[294, 1]",2277,0,0,-1
26,"[294, 2]",2862,156,64,3
27,"[304, 8]",25968,158,64,-1
28,"[304, 9]",25967,156,64,-1
29,"[304, 10]",25962,158,64,-1
30,"[377, 0]",32,158,64,-1
31,"[377, 1]",31,156,64,-1
32,"[377, 2]",30,156,64,-1
33,"[377, 3]",28,158,64,-1
34,"[377, 4]",26,158,64,-1
35,"[377, 5]",25,0,0,-1
36,"[377, 6]",22,0,0,-1
37,"[377, 7]",299,158,64,-1
38,"[377, 8]",298,158,64,-1
39,"[377, 9]",296,0,0,-1
40,"[377, 10]",277,0,0,-1
41,"[377, 11]",273,158,64,-1
42,"[377, 12]",269,158,64,-1
43,"[377, 14]",859,0,0,-1
44,"[377, 15]",805,158,64,-1
45,"[377, 16]",3314,0,0,-1
46,"[377, 19]",3833,0,0,-1
47,"[377, 20]",3832,0,0,-1
48,"[377, 21]",6923,158,64,-1
49,"[377, 22]",6919,158,64,-1
50,"[408, 39]",1892,0,0,-1
51,"[408, 57]",1738,156,64,-1
52,"[408, 88]",1513,0,0,-1
53,"[408, 89]",1510,158,64,-1
54,"[408, 90]",1509,0,0,-1
55,"[408, 91]",1507,0,0,-1
56,"[408, 92]",1499,0,0,-1
57,"[408, 190]",6517,0,0,-1
58,"[408, 261]",5736,158,64,-1
59,"[408, 262]",5734,0,0,-1
60,"[408, 263]",5732,0,0,-1
61,"[408, 264]",5731,0,0,-1
62,"[408, 265]",5727,158,64,-1
63,"[408, 266]",5712,0,0,-1
64,"[408, 267]",5711,158,64,-1
65,"[408, 268]",5709,2,1,-1
66,"[408, 269]",5706,158,64,-1
67,"[408, 270]",5703,0,0,-1
68,"[408, 271]",5670,0,0,-1
69,"[408, 272]",5669,0,0,-1
70,"[408, 273]",5665,0,0,-1
71,"[408, 274]",5655,156,64,-1
72,"[408, 275]",5654,158,64,-1
73,"[408, 276]",5651,158,64,-1
74,"[408, 277]",5648,158,64,-1
75,"[408, 362]",3888,0,0,-1
76,"[408, 363]",3886,0,0,-1
77,"[408, 364]",3880,0,0,-1
78,"[408, 436]",21586,0,0,-1
79,"[408, 489]",20506,158,64,-1
80,"[408, 490]",20505,158,64,-1
81,"[408, 491]",20500,0,0,-1
82,"[408, 495]",20291,0,0,-1
83,"[408, 588]",13796,158,64,-1
84,"[408, 589]",13782,0,0,-1
85,"[408, 590]",13764,156,64,-1
86,"[408, 591]",13763,0,0,-1
87,"[408, 592]",13759,0,0,-1
88,"[408, 593]",13757,0,0,-1
89,"[408, 594]",13726,158,64,-1
90,"[408, 595]",13721,158,64,-1
91,"[408, 596]",13719,0,0,-1
92,"[408, 597]",13703,158,64,-1
93,"[408, 598]",13702,158,64,-1
94,"[408, 599]",13700,0,0,-1
95,"[408, 600]",13699,0,0,-1
96,"[408, 601]",13697,0,0,-1
97,"[408, 602]",13694,158,64,-1
98,"[408, 603]",13682,0,0,-1
99,"[408, 604]",13681,0,0,-1
100,"[408, 605]",13652,0,0,-1
101,"[408, 606]",13644,0,0,-1
102,"[408, 607]",13643,2,1,-1
103,"[408, 608]",13622,0,0,-1
104,"[408, 609]",13605,158,64,-1
105,"[408, 610]",13603,158,64,-1
106,"[408, 611]",13593,156,64,-1
107,"[408, 612]",13592,158,64,-1
108,"[408, 613]",13588,0,0,-1
109,"[408, 614]",13587,0,0,-1
110,"[408, 615]",13586,0,0,-1
111,"[408, 616]",13574,2,1,-1
112,"[408, 617]",13566,158,64,-1
113,"[408, 618]",13559,158,64,-1
114,"[408, 619]",13527,0,0,-1
115,"[408, 669]",12299,158,64,-1
116,"[408, 670]",12118,158,64,-1
117,"[408, 685]",11329,158,64,-1
118,"[408, 686]",11327,158,64,-1
119,"[408, 687]",11325,158,64,-1
120,"[408, 713]",10773,158,64,-1
121,"[408, 714]",10772,2,1,-1
122,"[408, 715]",10764,158,64,-1
123,"[408, 717]",10457,158,64,-1
124,"[408, 740]",9974,0,0,-1
125,"[408, 741]",9971,158,64,-1
126,"[408, 758]",53679,156,64,-1
127,"[408, 760]",53424,0,0,-1
128,"[408, 761]",53422,158,64,-1
129,"[408, 762]",53407,158,64,-1
130,"[408, 777]",51210,158,64,-1
131,"[408, 779]",50737,0,0,-1
132,"[408, 792]",49317,0,0,-1
133,"[408, 833]",42463,0,0,-1
134,"[408, 851]",41278,0,0,-1
135,"[408, 852]",41277,0,0,-1
136,"[408, 853]",41272,158,64,-1
137,"[408, 854]",41271,158,64,-1
138,"[408, 855]",40991,158,64,-1
139,"[408, 856]",40990,0,0,-1
140,"[408, 857]",40985,0,0,-1
141,"[408, 858]",40983,158,64,-1
142,"[408, 859]",40979,158,64,-1
143,"[408, 860]",40977,0,0,-1
144,"[408, 861]",40790,158,64,-1
145,"[408, 862]",40606,0,0,-1
146,"[408, 863]",40550,158,64,-1
147,"[408, 871]",40448,158,64,-1
148,"[408, 872]",40446,0,0,-1
149,"[408, 873]",40445,158,64,-1
150,"[408, 874]",40439,158,64,-1
151,"[408, 875]",40438,156,64,-1
152,"[408, 876]",40390,0,0,-1
153,"[408, 877]",40389,0,0,-1
154,"[408, 879]",40369,158,64,-1
155,"[408, 880]",40366,0,0,-1
156,"[408, 881]",40365,0,0,-1
157,"[408, 882]",40238,156,64,-1
158,"[408, 883]",40236,156,64,-1
159,"[408, 884]",40226,0,0,-1
160,"[408, 885]",40201,0,0,-1
161,"[408, 887]",40146,158,64,-1
162,"[408, 888]",40142,158,64,-1
163,"[408, 920]",33918,0,0,-1
164,"[408, 982]",28466,0,0,-1
165,"[408, 989]",28358,158,64,-1
166,"[408, 995]",28129,0,0,-1
167,"[408, 996]",28128,0,0,-1
168,"[408, 1025]",24504,158,64,-1
169,"[408, 1026]",24478,158,64,-1
170,"[408, 1027]",24477,0,0,-1
171,"[408, 1055]",116844,158,64,-1
172,"[408, 1063]",116235,0,0,-1
173,"[408, 1064]",116234,0,0,-1
174,"[408, 1065]",114647,0,0,-1
175,"[408, 1089]",112018,0,0,-1
176,"[408, 1134]",96922,0,0,-1
177,"[408, 1155]",81250,2,1,-1
178,"[408, 1160]",80971,0,0,-1
179,"[408, 1161]",80970,158,64,-1
180,"[408, 1162]",80765,156,64,-1
181,"[408, 1163]",80764,0,0,-1
182,"[408, 1164]",80720,2,1,-1
183,"[408, 1165]",80719,156,64,-1
184,"[408, 1166]",80714,0,0,-1
185,"[408, 1167]",80707,0,0,-1
186,"[408, 1168]",80703,0,0,-1
187,"[408, 1169]",80551,0,0,-1
188,"[408, 1170]",80550,0,0,-1
189,"[408, 1171]",80545,158,64,-1
190,"[408, 1175]",80274,0,0,-1
191,"[408, 1176]",80273,0,0,-1
192,"[408, 1177]",80272,0,0,-1
193,"[408, 1178]",80262,158,64,-1
194,"[408, 1193]",79982,2,1,-1
195,"[408, 1194]",78825,158,64,-1
196,"[408, 1195]",78783,0,0,-1
197,"[408, 1196]",78780,158,64,-1
198,"[408, 1197]",78778,156,64,-1
199,"[408, 1198]",78745,158,64,-1
200,"[408, 1199]",78743,158,64,-1
201,"[408, 1200]",78742,158,64,-1
202,"[408, 1203]",78556,2,1,-1
203,"[408, 1204]",78552,0,0,-1
204,"[408, 1222]",74614,158,64,-1
205,"[408, 1238]",69385,0,0,-1
206,"[408, 1249]",62948,0,0,-1
207,"[408, 1250]",62947,158,64,-1
208,"[408, 1251]",62942,0,0,-1
209,"[408, 1252]",62941,156,64,-1
210,"[408, 1258]",61882,0,0,-1
211,"[408, 1268]",58852,0,0,-1
212,"[408, 1269]",58851,0,0,-1
213,"[408, 1275]",189319,158,64,-1
214,"[408, 1276]",189318,158,64,-1
215,"[408, 1281]",182167,0,0,-1
216,"[408, 1290]",165528,158,64,-1
217,"[408, 1310]",155037,158,64,-1
218,"[408, 1311]",155036,0,0,-1
219,"[408, 1327]",151569,158,64,-1
220,"[408, 1328]",151568,158,64,-1
221,"[408, 1329]",151561,0,0,-1
222,"[408, 1330]",151558,158,64,-1
223,"[408, 1331]",151440,0,0,-1
224,"[408, 1340]",151250,158,64,-1
225,"[408, 1341]",151249,158,64,-1
226,"[408, 1342]",151244,2,1,-1
227,"[408, 1343]",150982,0,0,-1
228,"[408, 1344]",150975,0,0,-1
229,"[408, 1345]",150973,158,64,-1
230,"[408, 1346]",150968,2,1,-1
231,"[408, 1347]",150960,2,1,-1
232,"[408, 1348]",150923,0,0,-1
233,"[408, 1349]",150922,0,0,-1
234,"[408, 1350]",150920,158,64,-1
235,"[408, 1351]",150919,158,64,-1
236,"[408, 1352]",150917,0,0,-1
237,"[408, 1353]",150833,0,0,-1
238,"[408, 1354]",150775,158,64,-1
239,"[408, 1366]",140038,158,64,-1
240,"[408, 1399]",127253,158,64,-1
241,"[408, 1413]",125833,158,64,-1
242,"[408, 1414]",119905,0,0,-1
243,"[408, 1415]",119904,158,64,-1
244,"[408, 1416]",119903,158,64,-1
245,"[408, 1417]",119901,158,64,-1
246,"[408, 1418]",119900,158,64,-1
247,"[408, 1422]",119245,158,64,-1
248,"[408, 1423]",119244,158,64,-1
249,"[408, 1424]",119243,41,20,-1
250,"[408, 1451]",295247,158,64,-1
251,"[408, 1469]",270927,158,64,-1
252,"[408, 1470]",270926,0,0,-1
253,"[408, 1483]",246864,2,1,-1
254,"[408, 1484]",246863,0,0,-1
255,"[408, 1485]",246821,158,64,-1
256,"[408, 1486]",246820,158,64,-1
257,"[408, 1487]",246815,156,64,-1
258,"[408, 1488]",246812,2,1,-1
259,"[408, 1489]",246704,0,0,-1
260,"[408, 1490]",246689,158,64,-1
261,"[408, 1491]",246685,0,0,-1
262,"[408, 1492]",246684,0,0,-1
263,"[408, 1493]",246680,158,64,-1
264,"[408, 1496]",246531,158,64,-1
265,"[408, 1497]",246528,0,0,-1
266,"[408, 1498]",246526,0,0,-1
267,"[408, 1499]",246520,0,0,-1
268,"[408, 1505]",245958,156,64,-1
269,"[408, 1506]",245924,158,64,-1
270,"[408, 1518]",240164,57,26,-1
271,"[408, 1540]",204031,158,64,-1
272,"[408, 1554]",326035,0,0,-1
273,"[408, 1555]",326034,0,0,-1
274,"[408, 1556]",325995,0,0,-1
275,"[408, 1557]",325994,0,0,-1
276,"[408, 1558]",325990,0,0,-1
277,"[408, 1559]",325989,0,0,-1
278,"[408, 1560]",325984,0,0,-1
279,"[408, 1566]",325768,158,64,-1
280,"[408, 1567]",325605,158,64,-1
281,"[408, 1568]",325406,156,64,-1
282,"[408, 1569]",325404,158,64,-1
283,"[408, 1579]",300795,158,64,-1
284,"[408, 1580]",300789,158,64,-1
285,"[408, 1597]",412160,158,64,-1
286,"[408, 1598]",412148,158,64,-1
287,"[408, 1599]",412143,156,64,-1
288,"[408, 1600]",412119,158,64,-1
289,"[408, 1601]",412118,0,0,-1
290,"[408, 1602]",412112,156,64,-1
291,"[408, 1603]",412073,0,0,-1
292,"[408, 1604]",412069,158,64,-1
293,"[408, 1605]",412066,158,64,-1
294,"[408, 1606]",412065,158,64,-1
295,"[408, 1613]",459068,0,0,-1
296,"[408, 1614]",459067,0,0,-1
297,"[408, 1615]",458988,158,64,-1
298,"[408, 1630]",502225,2,1,-1
299,"[408, 1631]",502220,158,64,-1
300,"[416, 0]",1536,2,1,0
301,"[416, 1]",1535,0,0,0
302,"[416, 2]",2387,41,18,4
303,"[518, 0]",6011,158,64,7
304,"[518, 1]",4342,0,0,-1
305,"[518, 2]",7430,0,0,-1
306,"[518, 3]",8315,41,18,3
307,"[557, 0]",14,0,0,-1
308,"[557, 1]",13,0,0,-1
309,"[557, 2]",101,158,64,-1
310,"[557, 3]",93,158,64,-1
311,"[557, 4]",744,156,64,-1
312,"[557, 5]",742,0,0,-1
313,"[557, 6]",1231,158,64,-1
314,"[597, 6]",1389,158,64,-1
315,"[598, 0]",404,156,64,-1
316,"[747, 0]",11,158,64,-1
317,"[847, 0]",15034,158,64,0
318,"[847, 1]",14058,41,18,0
319,"[847, 2]",14057,57,26,0
320,"[847, 3]",34798,0,0,0
321,"[847, 4]",36780,57,26,1
322,"[876, 0]",1052,158,64,-1
323,"[923, 0]",4055,158,64,-1
324,"[923, 1]",3143,158,64,10
